smiles,sources
C=CCN1C(=O)C(=O)N(CC=C)C(=O)C1=O,hiv;hiv:valid
C=CCN1C(=O)C(CC(C)C)NC1=S,bbbp;bbbp:train;tox21;tox21:test
C=CCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=S,hiv;hiv:train
C=CCN1C(=O)CC(=C2CCC(=O)N2CC=C)C1=O,hiv;hiv:valid
C=CCN1C(=O)CC(=O)N(NC2=NNC3(C(=O)N2)c2ccccc2-c2ccccc23)C1=S,hiv;hiv:train
C=CCN1C(=O)CSC1=NNC(=O)C(O)(c1ccccc1)c1ccccc1,hiv;hiv:train
C=CCN1C(=O)CSC1=NNC(=O)CSc1nc2ccccc2c(=O)n1CC,hiv;hiv:train
C=CCN1C(=O)CSC1=NNC(=O)Cc1nc2ccccc2[nH]1,hiv;hiv:test
C=CCN1C(=O)CSC1=NNC(=O)c1c(C)nc2sccn12,hiv;hiv:train
C=CCN1C(=O)CSC1=S,hiv;hiv:train
C=CCN1C(=O)OC(C)C1=O,bbbp;bbbp:train
C=CCN1C(N)=C(C#N)C(C#N)(C#N)C1CCC,hiv;hiv:train
C=CCN1C(N)=C(C(N)=O)SC1=C1SC(=S)N(c2ccc(C)cc2)C1=O,hiv;hiv:train
C=CCN1C2Cc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)cc12.Cl,hiv;hiv:train
C=CCN1CC2CON(C(=O)C(OC)(c3ccccc3)C(F)(F)F)C2C1C(C)C,hiv;hiv:train
C=CCN1CCC(C(=O)CC)(c2ccccc2)CC1,hiv;hiv:train
C=CCN1CCC(O)(c2cc(C(=O)OCC)[nH]c2-c2cc(C)no2)C1,hiv;hiv:train
C=CCN1CCC(OC(=O)C(O)(C#CC)C2CCCC2)CC1,hiv;hiv:train
C=CCN1CCC(OC(=O)C(O)(C=CCC)C2CCCC2)CC1,hiv;hiv:train
C=CCN1CCC(c2cc(C(=O)OCC)[nH]c2-c2cc(C)no2)C1=O,hiv;hiv:train
C=CCN1CCC2(CC1)NC(=O)c1ccccc1O2,hiv;hiv:train
C=CCN1CCC23c4c5ccc(O)c4OC2C(=NN=C2CCC4(O)C6Cc7ccc(O)c8c7C4(CCN6CC=C)C2O8)CCC3(O)C1C5,hiv;hiv:train
C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2[C@](C)(O)CCC)C1C5,bbbp;bbbp:train
C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5,bbbp;bbbp:train
C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,bbbp;bbbp:train
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,bbbp;bbbp:train;tox21;tox21:train
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,bbbp;bbbp:train;tox21;tox21:valid
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,bbbp;bbbp:train;tox21;tox21:train
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.CI,tox21;tox21:train
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,bbbp;bbbp:train;tox21;tox21:train
C=CCN1CCc2nc(N)sc2CC1,tox21;tox21:train
C=CCN1CN(c2ccccc2)C2(CCN(CCCC3(c4ccc(F)cc4)OCCO3)CC2)C1=O,hiv;hiv:train
C=CCN1COc2c(cc3c4c(cccc24)C(=O)O3)C1,hiv;hiv:train
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,bbbp;bbbp:train;tox21;tox21:train
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,tox21;tox21:train
C=CCN1c2ccccc2Sc2cnccc21.O=C(O)C=CC(=O)O,hiv;hiv:test
C=CCN=C1N=C(C)C(C(=O)OCC)S1,hiv;hiv:train
C=CCN=C1N=C(CC(=O)OCC)CS1,hiv;hiv:train
C=CCN=C=S,tox21;tox21:train
C=CCNC(=Nc1cccc(C(=O)O)c1)[S][Au].[NaH],hiv;hiv:train
C=CCNC(=O)C(O)C(O)C(=O)NCC=C,hiv;hiv:train
C=CCNC(=O)C=CC(=O)O,hiv;hiv:train
C=CCNC(=O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,hiv;hiv:train
C=CCNC(=O)CN(CC(=O)OC)C1CCCCC1N(CC(=O)OC)CC(=O)OC,hiv;hiv:train
C=CCNC(=O)CN1N=C(c2ccccc2)NN1,hiv;hiv:valid
C=CCNC(=O)N(CCC)CCCC(NC(C)=O)C(=O)NCc1ccccc1,hiv;hiv:train
C=CCNC(=O)N(CCC)CCCCC(NC(C)=O)C(=O)NCc1ccccc1,hiv;hiv:train
C=CCNC(=O)N(CCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1,hiv;hiv:train
C=CCNC(=O)N(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1,hiv;hiv:train
C=CCNC(=O)N1CC(C)C(=O)Nc2ccccc21,hiv;hiv:train
C=CCNC(=O)NC(=O)CSC1=NC(=O)C2(NN1)c1ccccc1-c1ccccc12,hiv;hiv:train
C=CCNC(=O)NC1=CSC2=NC(=O)C3(NN12)c1ccccc1-c1ccccc13,hiv;hiv:train
C=CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,hiv;hiv:train
C=CCNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,hiv;hiv:train
C=CCNC(=O)NNC(O)(C(=O)OCC)C(F)(F)F,hiv;hiv:train
C=CCNC(=O)ON1C(=O)CCC1=O,hiv;hiv:train
C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12,lipo;lipo:train
C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,bace;bace:train
C=CCNC(=S)N1CC(C)C(=O)Nc2cc(Cl)ccc21,hiv;hiv:train
C=CCNC(=S)N1CC(C)C(=O)Nc2ccccc21,hiv;hiv:train
C=CCNC(=S)N1c2ccccc2NC(=O)CC1C,hiv;hiv:train
C=CCNC(=S)N=C1N=S(C)(=O)c2ccccc21,hiv;hiv:train
C=CCNC(=S)NC=C(C#N)C(=O)OC,hiv;hiv:train
C=CCNC(=S)NC=C(C#N)C(N)=O,hiv;hiv:train
C=CCNC(=S)NC=C(C#N)c1nc2ccccc2s1,hiv;hiv:train
C=CCNC(=S)NC=C(C(=O)OCC)C(=O)C(=O)OCC,hiv;hiv:train
C=CCNC(=S)NC=C(C(=O)c1ccccc1)c1ccccc1,hiv;hiv:train
C=CCNC(=S)NC=C(C(C)=O)C(=O)Nc1ccc(Cl)cc1,hiv;hiv:train
C=CCNC(=S)NC=C(C(C)=O)C(=O)Nc1ccccc1,hiv;hiv:train
C=CCNC(=S)NC=C(C(C)=O)C(=O)Nc1ccccc1C,hiv;hiv:train
C=CCNC(=S)NC=C(C(C)=O)C(=O)Nc1ccccc1OC,hiv;hiv:train
C=CCNC(=S)NC=C(C(N)=O)C(N)=O,hiv;hiv:train
C=CCNC(=S)NC=C(c1ccccc1)S(=O)Cc1ccccc1,hiv;hiv:train
C=CCNC(=S)NC=C1C(=O)N(c2ccccc2)N=C1C,hiv;hiv:train
C=CCNC(=S)NC=C1C(=O)N(c2ccccc2)N=C1C(=O)OCC,hiv;hiv:train
C=CCNC(=S)NC=C1C(=O)NC(=O)NC1=O,hiv;hiv:train
C=CCNC(=S)NC=C1C(=O)Oc2ccccc2C1=O,hiv;hiv:train
C=CCNC(=S)NC=Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],hiv;hiv:train
C=CCNC(=S)NNC(=O)c1c(C)nc2sccn12,hiv;hiv:train
C=CCNC(=S)NNC(=S)NCC=C,hiv;hiv:train
C=CCNC(=S)Nc1ccc(Cl)cc1,hiv;hiv:train
C=CCNC(=S)Nc1ccccn1,hiv;hiv:train
C=CCNC(=S)OCCCCCCCCCC,hiv;hiv:train
C=CCNC(N)=S,tox21;tox21:train
C=CCNC1=C(C(=O)OCC)C(=O)CO1,hiv;hiv:train
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,tox21;tox21:test
C=CCNC1=NC(=O)C(CC(=O)Nc2ccc(C)cc2)S1,hiv;hiv:train
C=CCNC1=NC(=O)C(CC(=O)Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])S1,hiv;hiv:train
C=CCNC1=NC(=O)C(CC(=O)Nc2cccc(Cl)c2)S1,hiv;hiv:train
C=CCNCC=C,tox21;tox21:train
C=CCNS(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,lipo;lipo:train
C=CCNc1nc(C#N)c(N)s1,hiv;hiv:train
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,tox21;tox21:train
C=CCNc1nc2c(N)ncnc2s1,hiv;hiv:train
C=CCNc1nc2c(s1)C(=O)c1ccccc1C2=O,hiv;hiv:train
C=CCNc1nc2c(s1)CCc1cc(OC)c(OC)cc1-2,hiv;hiv:test
C=CCNc1nc2c(s1)c(C)c(O)c1ccccc12,hiv;hiv:train
C=CCNc1ncnc2sc(SC)nc12,hiv;hiv:train
C=CCO,freesolv;freesolv:train;tox21;tox21:train
C=CCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,bace;bace:train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,bace;bace:train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,bace;bace:train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,bace;bace:train
C=CCOC(=O)/C=C\C(=O)OCC=C,tox21;tox21:train
C=CCOC(=O)C(=C)C,tox21;tox21:train
C=CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)c1ccc(OC)c(OC)c1,hiv;hiv:train
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,tox21;tox21:test
C=CCOC(=O)C1(C)C(=O)CCC1CCC=CC(C)=O,hiv;hiv:train
C=CCOC(=O)C1C2OC3(C(C(=O)OC)=C2C(=O)OC)c2ccccc2CCC13,hiv;hiv:train
C=CCOC(=O)C1CC2OC2CC1C(=O)OCC=C,hiv;hiv:train
C=CCOC(=O)CC(C)C,tox21;tox21:train
C=CCOC(=O)CCC1CCCCC1,tox21;tox21:train
C=CCOC(=O)CCCCCC,tox21;tox21:train
C=CCOC(=O)CCCCCCCC,tox21;tox21:train
C=CCOC(=O)CC[N+]1=CCC(c2ccccc2)(c2ccccc2)O1,hiv;hiv:train
C=CCOC(=O)COCCC(C)C,tox21;tox21:train
C=CCOC(=O)Cn1cc(C)c(=O)[nH]c1=O,hiv;hiv:train
C=CCOC(=O)Cn1ccc(=O)[nH]c1=O,hiv;hiv:train
C=CCOC(=O)Cn1cnc2c(N)ncnc21,hiv;hiv:train
C=CCOC(=O)N(C)CC(OC(=O)C(C)(C)C)C1(c2ccc3c(c2)OCO3)C=CC(=O)C=C1,hiv;hiv:valid
C=CCOC(=O)NC1C(OC(C)C(NC(=O)OCc2ccccc2)C(=O)OC(C)(C)C)OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O,hiv;hiv:train
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,tox21;tox21:train
C=CCOC(=O)c1ccccc1C(=O)OCC=C,tox21;tox21:train
C=CCOC(=O)c1ccccc1N,tox21;tox21:train
C=CCOC(C)(C)C1=CCC(C)CC1,hiv;hiv:train
C=CCOC(C)=O,tox21;tox21:train
C=CCOC(C)n1c(C)c(Br)c(=O)[nH]c1=O,hiv;hiv:train
C=CCOC(C)n1c(C)cc(=O)n(C(C)OCC=C)c1=O,hiv;hiv:train
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,tox21;tox21:test
C=CCOC(OCC=C)C(Br)=CC,hiv;hiv:train
C=CCOC1(CC=C)C(=O)OC2C(O)COC21O,hiv;hiv:train
C=CCOC1=C(OC(C)=O)C(=O)OC1C1COC(C)(C)O1,hiv;hiv:train
C=CCOC1=C(OC(C)=O)C(C2COC(C)(C)O2)OC1=O,hiv;hiv:train
C=CCOC1=C(OCC=C)C(C2COC(C)(C)O2)OC1=O,hiv;hiv:train
C=CCOC1=C2CCC(O)C2(C)CCC1=O,hiv;hiv:valid
C=CCOC1CC(n2cnc3c(N)ncnc32)OC1CO,hiv;hiv:train
C=CCOC1CCC2(C)C(CCC3(C)C2CC=C2C4C(C)C(C)CCC4(C(=O)O)CCC23C)C1(C)C,hiv;hiv:train
C=CCOC1OC(CO[Si](C)(C)C(C)(C)C)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,hiv;hiv:valid
C=CCOC1OC(CS(=O)(=O)O)C(O)C(O)C1O.[NaH],hiv;hiv:train
C=CCOCC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)OC,bace;bace:train
C=CCOCC(CC)(CO)COCC=C,tox21;tox21:train
C=CCOCC(CO)(COCC=C)COCC=C,tox21;tox21:train
C=CCOCC(O)CCl,tox21;tox21:train
C=CCOCC(O)CNCC(O)COCC=C,hiv;hiv:train
C=CCOCC(O)CO,tox21;tox21:train
C=CCOCC(O)CS(=O)(=O)[O-],tox21;tox21:train
C=CCOCC1C2CCC3(OCCO3)C21,hiv;hiv:train
C=CCOCC1CO1,tox21;tox21:train
C=CCOCCC(CC=C)C(=O)CC(=O)OC,hiv;hiv:train
C=CCOCCCC(=O)C(=[N+]=[NH2+])C(=O)OC,hiv;hiv:train
C=CCOCCCCC(C(C)=O)C(=O)OC,hiv;hiv:train
C=CCOCn1cc(C)c(=O)[nH]c1=O,hiv;hiv:train
C=CCOCn1cc(F)c(=O)[nH]c1=O,hiv;hiv:train
C=CCOCn1ccc(=N)[nH]c1=O,hiv;hiv:train
C=CCOCn1ccc(=O)[nH]c1=O,hiv;hiv:train
C=CCOCn1ccc(NC(=O)c2ccccc2)nc1=O,hiv;hiv:train
C=CCOCn1cnc2c(N)ncnc21,hiv;hiv:train
C=CCOCn1cnc2c(O)nc(N)nc21,hiv;hiv:train
C=CCON(C(=O)OC(C)(C)C)C(C)(C)C,hiv;hiv:train
C=CCON/C(CCC)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-],tox21;tox21:valid
C=CCON=C(OC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,hiv;hiv:valid
C=CCON=Cc1cc(NC(=S)c2ccoc2C)ccc1Cl,hiv;hiv:train
C=CCONC(=O)c1ccc(Cl)cc1,hiv;hiv:train
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,bbbp;bbbp:train
C=CCOP1(OCC=C)=NP(OCC=C)(OCC=C)=NP(OCC=C)(OCC=C)=N1,hiv;hiv:train
C=CCOc1c(Br)cc(Br)cc1Br,tox21;tox21:train
C=CCOc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC=C)c(Br)c2)cc1Br,tox21;tox21:train
C=CCOc1c(C)cc(C#N)cc1C,hiv;hiv:train
C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,lipo;lipo:train
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,tox21;tox21:train
C=CCOc1cc(NC(=S)c2ccoc2C)ccc1OC,hiv;hiv:train
C=CCOc1cc(NC(=S)c2sccc2C)ccc1Cl,hiv;hiv:train
C=CCOc1cc2c(c3oc(=O)cc(CCC)c13)C(O)C(C)C(C)O2,hiv;hiv:train
C=CCOc1cc2c(cc1C(C)c1ccc(OC)cc1)OCO2,hiv;hiv:train
C=CCOc1cc2c(ccc1=O)-c1c(cc(OC)c(OC)c1OC)CCC2NC(C)=O,hiv;hiv:train
C=CCOc1ccc(C(N=Nc2ccc(C)cc2)=NNC(=O)c2ccccc2)cc1OC,hiv;hiv:train
C=CCOc1ccc(C(N=Nc2ccc(Cl)cc2)=NNC(=O)c2ccccc2)cc1OC,hiv;hiv:train
C=CCOc1ccc(C(N=Nc2ccc([N+](=O)[O-])cc2)=NNC(=O)c2ccccc2)cc1OC,hiv;hiv:train
C=CCOc1ccc(C(N=Nc2ccccc2)=NNC(=O)c2ccccc2)cc1OC,hiv;hiv:train
C=CCOc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,hiv;hiv:train
C=CCOc1ccc(C2(c3ccc(OCC=C)cc3)C(=O)Nc3ccccc32)cc1,hiv;hiv:train
C=CCOc1ccc(C2C(C(=O)OC)C(=O)CC(O)(c3ccccc3)C2C(=O)OC)cc1OC,hiv;hiv:train
C=CCOc1ccc(C2C(C(=O)OCC)C(=O)CC(C)(O)C2C(=O)OCC)cc1OC,hiv;hiv:train
C=CCOc1ccc(C2c3c(n[nH]c3O)CC(C)(O)C2C(=O)OC)cc1OC,hiv;hiv:train
C=CCOc1ccc(C2c3c(n[nH]c3O)CC(O)(OCC)C2C(=O)OCC)cc1OC,hiv;hiv:train
C=CCOc1ccc(CC(=O)O)cc1Cl,tox21;tox21:train
C=CCOc1ccc(N)c([N+](=O)[O-])c1,hiv;hiv:train
C=CCOc1ccc(Sc2c(O)cc(-c3ccccc3)oc2=O)c(C(C)(C)C)c1,hiv;hiv:train
C=CCOc1ccc2c(C)cc(=O)oc2c1C,hiv;hiv:train
C=CCOc1cccc(C2(O)c3ccccc3C3=NCCCN32)c1.Cl,hiv;hiv:train
C=CCOc1ccccc1C1(O)c2ccccc2C2=NCCCN21.Cl,hiv;hiv:train
C=CCOc1ccccc1N=NC(C#N)=NNc1ccccc1OCC=C,hiv;hiv:train
C=CCOc1ccccc1OCC(O)CNC(C)C,lipo;lipo:train;tox21;tox21:train
C=CCOc1nc(OCC=C)nc(OCC=C)n1,tox21;tox21:train
C=CCP(=O)(CC=C)C(Cl)Cl,hiv;hiv:train
C=CCP(=O)(c1ccccc1)c1ccccc1,hiv;hiv:train
C=CCP(c1ccccc1)c1ccccc1,hiv;hiv:train
C=CCP1(=O)OC(c2ccccc2)C(C)N1C,hiv;hiv:train
C=CCP1(=O)OC(c2ccccc2)C(C)N1C(C)C,hiv;hiv:train
C=CCS(=O)(=O)[O-],tox21;tox21:train
C=CCSC(C)=O,hiv;hiv:train
C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],bbbp;bbbp:valid
C=CCSCC(NC(=O)COc1ccccc1)C(=O)NC(C(=O)OCc1ccc([N+](=O)[O-])cc1)=C(C)C,hiv;hiv:valid
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,tox21;tox21:train
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1C,hiv;hiv:train
C=CCSCCCC#Cc1ccccc1C(=O)OC,hiv;hiv:train
C=CCSCCOCn1cc(C)c(=O)[nH]c1=O,hiv;hiv:train
C=CCSS(=O)CC=C,esol;esol:train
C=CCSSC=CCS(=O)CC=C,hiv;hiv:train
C=CCSSCC=C,tox21;tox21:train
C=CCSSCCC,tox21;tox21:train
C=CCSSSCC=C,hiv;hiv:train
C=CCSc1nn(CC=C)cc2ncnc1-2,hiv;hiv:train
C=CCSc1nnc(S)c2[nH]cnc12,hiv;hiv:train
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,bbbp;bbbp:valid
C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,tox21;tox21:train
C=CC[C@H](N)c1ccccc1-c1noc2ccccc12,bbbp;bbbp:train
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,tox21;tox21:train
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,tox21;tox21:train
C=CC[N+](C)(C)CC=C,tox21;tox21:train
C=CC[N+](CC)(CC)Cc1ccc(C[N+](CC)(CC)CC=C)cc1,hiv;hiv:train
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,tox21;tox21:train
C=CC[N@@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,tox21;tox21:valid
C=CC[PH](CC=C)(c1ccccc1)c1ccccc1,hiv;hiv:train
C=CC[PH](c1ccccc1)(c1ccccc1)c1ccccc1,hiv;hiv:train
C=CCc1c(C(O)CNC(C)C)ccc(OC)c1OCc1ccccc1.CC(=O)O,hiv;hiv:train
C=CCc1c(O)c2c(c3oc(=O)cc(C)c13)CC(C)O2,hiv;hiv:valid
C=CCc1c(O)c2nsnc2c2nsnc12,hiv;hiv:train
C=CCc1c(O)nc2ccccc2c1O,hiv;hiv:train
C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O,hiv;hiv:train
C=CCc1cc(C(CC)=C(CC)c2ccc(OCCN(CC)CC)c(CC=C)c2)ccc1OCCN(CC)CC,hiv;hiv:train
C=CCc1cc(C=C(C#N)C#N)cc(OC)c1O,hiv;hiv:train
C=CCc1cc(CN2CCN(C)CC2)c(O)c(OC)c1,hiv;hiv:train
C=CCc1cc(NC(C)=O)ccc1OCCCNC(C)C,lipo;lipo:train
C=CCc1cc(OC)c(O)c(C(=O)C=Cc2ccc(OC)c(OC)c2)c1,hiv;hiv:train
C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,tox21;tox21:train
C=CCc1cc(OC)c2c(c1)C(O)CC(c1ccc(OC)c(OC)c1)O2,hiv;hiv:train
C=CCc1cc(OC)c2c(c1)C(O)CC(c1ccccc1)O2,hiv;hiv:train
C=CCc1cc(OC)c2c(c1)C(OC(C)=O)CC(c1ccc(OC)c(OC)c1)O2,hiv;hiv:train
C=CCc1cc(OC)c2c(c1)C(OC)CC(c1ccc(OC)c(OC)c1)O2,hiv;hiv:train
C=CCc1cc(OC)c2c(c1)OCO2,tox21;tox21:train
C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,tox21;tox21:train
C=CCc1cc2c(C)cc(=O)oc2c(C)c1OC(C)=O,hiv;hiv:train
C=CCc1cc2c(cc1COCOCCOCCOCCCC)OCO2,hiv;hiv:train
C=CCc1ccc(O)c(-c2cc(C3Oc4c(-c5cc(CC=C)ccc5O)cc(O)cc4C3CO)ccc2O)c1,hiv;hiv:valid
C=CCc1ccc(O)c(OC)c1,esol;esol:train;tox21;tox21:train
C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,tox21;tox21:test
C=CCc1ccc(OC)c(OC)c1,tox21;tox21:train
C=CCc1ccc(OC)cc1,esol;esol:train;tox21;tox21:train
C=CCc1ccc(Oc2cc(CC=C)c3c(c2O)OC(CO)C3c2ccc(O)c(-c3cc(CC=C)ccc3O)c2)cc1,hiv;hiv:valid
C=CCc1ccc2c(c1)OCO2,tox21;tox21:train
C=CCc1cccc(C(=O)C=C(O)C=Cc2ccccc2Cl)c1O,hiv;hiv:train
C=CCc1cccc(C=NNC(=N)NO)c1O.Cc1ccc(S(=O)(=O)O)cc1,hiv;hiv:train
C=CCc1cccc2cc(C(=O)Nc3nc(C45CC6CC(CC(C6)C4)C5)cs3)c(=O)oc12,hiv;hiv:train
C=CCc1ccccc1C1CC2(C(=O)OC)OC1C(C(=O)OC)=C2C(=O)OC,hiv;hiv:train
C=CCc1ccccc1CC1(OCC)OC(=O)c2ccccc21,hiv;hiv:train
C=CCc1ccccc1N(C(=O)c1ccccc1)C(C(=O)OCC)c1ccccc1,hiv;hiv:train
C=CCc1ccccc1O,tox21;tox21:train
C=CCc1ccccc1OCC(O)CNC(C)C,lipo;lipo:train;tox21;tox21:train
C=CCc1ccccc1OP(=O)(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,hiv;hiv:test
C=CCc1oc(C)nc1CCCC,hiv;hiv:train
C=CCl,esol;esol:train;freesolv;freesolv:train
C=CCn1c(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)csc1=NC(P(=O)(O)O)P(=O)(O)O,hiv;hiv:train
C=CCn1c(-c2ccc(-c3csc(=NN=O)n3CC=C)cc2)csc1=NN=O,hiv;hiv:train
C=CCn1c(-c2ccc(Cl)cc2Cl)csc1=Nc1c(C)n(C)n(-c2ccccc2)c1=O.Cl,hiv;hiv:train
C=CCn1c(-c2ccc([N+](=O)[O-])cc2)csc1=N,hiv;hiv:train
C=CCn1c(-c2ccc([N+](=O)[O-])cc2)csc1=NC(P(=O)(O)O)P(=O)(O)O,hiv;hiv:train
C=CCn1c(-c2ccccc2)csc1=NC(P(=O)(O)O)P(=O)(O)O,hiv;hiv:train
C=CCn1c(-c2ccccc2)nn(CC(=O)Nn2c(C)nc3ccccc3c2=O)c1=S,hiv;hiv:valid
C=CCn1c(=O)c(-c2ccccc2)c(O)c2ccccc21,hiv;hiv:train
C=CCn1c(=O)c(C(=O)NC(=O)OCC)cn(C2CCCCC2)c1=O,hiv;hiv:train
C=CCn1c(=O)c(C(=O)Nc2nc(C34CC5CC(CC(C5)C3)C4)cs2)c(O)c2ccccc21,hiv;hiv:train
C=CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,lipo;lipo:train
C=CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,lipo;lipo:train
C=CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,lipo;lipo:train
C=CCn1c(=O)c2ccccc2[n+]2c(-c3cccc([N+](=O)[O-])c3)csc12.[Cl-],hiv;hiv:train
